7,52,766.04573463
9,71,986.523342617
5,2,497.193809993
0,84,249.374353272
9,46,966.137216511
0,37,442.971810514
9,99,920.7055056
4,34,628.797808978
1,75,542.067271144
2,58,304.551363577
4,61,817.173801061
3,49,190.077406479
0,90,650.814912484
2,28,405.682008315
4,7,529.127929872
5,66,863.987898869
2,56,301.192610115
2,78,155.761057089
8,67,457.037293583
3,73,430.6298803
9,54,936.975906591
7,91,593.890838586
3,77,586.89513217
1,46,5.16132149063
1,67,447.219160327
1,93,870.217198317
1,13,512.085236137
0,89,352.621548093
8,1,78.1111068413
9,26,904.069800299
4,88,978.300700218
5,75,945.79115662
3,52,544.069242935
3,44,743.855118694
3,36,47.3205755563
9,9,542.085622429
1,79,213.467581312
7,21,164.72168548
4,11,921.543289878
0,42,584.880228227
9,6,373.398888877
8,39,535.782628545
2,92,661.832361682
7,50,349.119863273
7,82,18.7075862579
0,14,814.287849746
8,57,344.236091442
6,49,720.221954683
0,97,150.453564983
7,26,659.757184631
3,29,729.595246408
5,44,626.53881556
9,75,882.91758842
7,87,710.668480038
5,16,846.696328815
0,34,895.601014574
0,58,279.398841372
8,88,123.594982683
2,90,575.074031536
4,32,606.425648716
3,81,722.455547298
2,92,365.051783177
5,56,268.43602882
4,38,987.738639908
0,90,236.926578017
3,40,442.626169826
8,19,265.761486628
5,59,951.190265243
1,68,580.569177029
8,4,956.91254162
2,36,418.150070375
7,26,983.102583524
2,22,225.733249269
7,8,779.29855204
8,62,460.625443333
1,11,93.6437188034
7,82,724.875105494
8,12,341.56562676
3,65,439.84454149
5,55,55.3426743054
1,51,348.418725025
5,5,340.748333366
7,69,566.589796219
1,70,721.274918364
0,65,239.739159161
9,60,807.652520204
8,15,498.429705558
4,97,107.286732065
8,74,458.983085731
8,20,949.329447876
2,17,583.127771734
0,55,218.655386889
5,73,68.9618924737
7,65,793.126750826
7,46,475.454059866
6,91,328.016498611
6,30,508.497931663
6,26,556.91245431
9,55,926.274462284
2,84,961.166675195
5,76,195.77068029
0,20,249.755109148
0,96,950.795063132
2,76,941.11391464
7,94,511.070192557
9,98,118.164378779
0,23,514.931173236
3,64,728.31032843
2,69,514.7863995
3,55,633.417330743
7,53,643.954367817
3,98,184.665083778
4,76,936.552946777
3,92,757.715379133
9,28,546.809033601
0,85,324.090129638
1,73,265.007311962
4,60,243.77859221
6,3,246.92716466
1,23,984.286828479
4,56,894.491670812
1,82,209.065189983
4,50,947.780187795
5,6,923.002984372
8,54,322.235507683
6,58,65.4942354187
1,89,887.403183344
3,78,799.174134607
8,31,28.5198777701
2,34,349.068058314
3,0,208.656708051
9,25,994.080181891
6,77,487.537016104
2,44,856.513801995
0,69,487.662796224
3,86,694.874082567
3,43,464.359535645
2,78,523.340914535
4,92,723.548686022
7,67,767.486723532
0,15,121.402301054
3,18,360.04055615
6,26,913.81940831
1,10,555.089494342
9,70,429.839035223
9,55,650.281885765
8,72,577.744793939
7,92,177.313772427
2,74,604.275070678
3,0,407.460243441
9,57,492.918829213
8,6,507.062824122
1,82,340.038477381
7,56,19.9833367174
5,12,644.487272426
1,20,206.497153375
7,12,217.238503683
1,55,667.725175659
6,99,465.063401259
9,3,933.152565944
6,65,330.115474745
1,25,566.092712885
4,83,543.445095448
6,80,779.393312813
1,12,453.069703312
4,13,369.777939206
9,30,930.651736952
7,91,499.121846038
6,64,133.160029248
1,7,777.914140849
4,80,662.916628834
7,53,938.269873647
9,74,69.8777274068
4,40,106.74858539
2,74,654.63018052
2,90,512.941234756
2,28,374.866560871
9,2,230.350899628
3,57,45.8067718592
5,41,378.590598831
7,42,511.592688105
2,25,737.47932524
6,92,735.074444027
8,60,742.665799926
6,65,473.828339736
7,97,178.426641373
6,87,59.3831423313
1,86,7.6071815131
3,31,76.1039083713
8,93,128.328316922
0,15,543.313710522
2,64,269.58298215
1,44,475.929947219
3,71,163.477096108
6,3,677.848003553
8,99,434.907147798
6,88,310.850793529
9,85,731.752975363
3,38,272.804339732
0,71,6.0200761983
8,41,257.823544275
5,35,395.355147145
8,71,284.54675883
4,14,753.740268595
2,29,223.206706757
9,63,560.916747813
3,74,213.888936035
5,88,889.165368938
1,52,797.657019707
3,97,117.084181691
1,38,289.463662427
9,28,927.647322319
7,43,982.582291295
5,68,130.03634975
3,11,807.050359711
5,60,388.13405398
9,58,254.024990766
6,70,287.861159751
2,13,140.111532923
6,50,577.004904149
2,52,722.500765653
8,88,218.591719897
8,16,434.007933462
8,6,310.251334187
5,28,587.305124683
7,0,767.261124962
5,40,870.473079439
9,60,396.40996105
2,36,666.486472825
8,45,507.115555685
2,83,124.486747805
3,19,615.014330849
5,74,674.701309396
8,56,331.057333637
4,0,127.384363336
6,79,32.8349052598
4,30,117.996498914
3,57,646.756788777
3,37,196.980583219
6,26,890.274511382
4,3,814.922842167
3,96,984.988954871
2,44,477.088790537
3,5,478.187949719
6,96,663.487378499
6,41,200.521412247
8,57,541.467817212
8,66,499.130480982
0,77,697.185815885
5,21,228.842743811
4,55,291.144759721
6,14,467.277665041
7,75,968.117342869
0,0,210.674385471
9,87,393.482065104
4,46,3.38088295359
2,68,968.279768704
4,19,440.386543255
9,48,261.720149066
4,47,950.22643327
8,68,331.023085865
5,34,321.530801987
3,77,400.549158021
8,78,986.422934644
0,13,393.52971531
5,24,226.971855298
9,79,268.480444095
2,26,263.935444277
9,3,837.819079877
7,29,867.961659324
2,30,662.950104747
5,83,498.256127988
9,17,512.269091377
7,98,849.985288217
0,1,164.18044881
5,86,276.996473024
3,30,693.153467495
6,87,437.45967945
5,59,931.988775546
6,51,128.745907931
1,77,916.669894114
0,8,979.612592376
1,21,614.764111365
1,23,878.419302521
0,94,126.150126969
4,57,586.997571953
5,18,850.710328724
4,11,148.792099681
4,38,2.20350516621
7,91,154.184850808
6,48,649.575624564
4,67,957.111367106
6,18,182.024895271
8,80,866.58204989
1,65,859.867059198
6,38,405.066596708
9,56,18.4096140924
1,30,451.020281453
4,86,614.88598174
4,85,192.770590085
3,96,889.272811571
5,45,642.257521875
9,35,776.405816331
6,92,312.990083866
5,73,884.908778239
2,67,939.693941438
4,66,495.981135479
9,33,734.593534812
3,57,467.065504644
3,97,99.6790325537
